price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,last_renovation
660000.0,3,2.5,2400,6474,1.0,0,2,3,1,1560,840,51,51
391500.0,3,2.0,1450,9132,1.0,0,0,3,1,1450,0,28,28
395000.0,2,1.0,770,6000,1.0,0,0,3,1,770,0,62,62
445000.0,4,1.75,2100,4400,1.5,0,0,5,1,1720,380,91,91
770000.0,3,2.25,2910,10204,2.0,0,0,3,1,2910,0,25,25
1450000.0,4,2.75,2750,17789,1.5,0,0,3,1,1980,770,101,23
445000.0,3,2.25,2100,8201,1.0,0,2,3,1,1620,480,48,48
260000.0,4,2.25,2160,8811,1.0,0,0,3,1,1360,800,37,37
822500.0,5,3.5,2320,4960,2.0,0,0,5,1,1720,600,89,89
430000.0,4,2.5,2070,4310,2.0,0,0,3,1,2070,0,11,11
212000.0,3,1.75,1060,7875,1.0,0,0,4,1,1060,0,29,29
660500.0,4,2.25,2010,9603,1.0,0,0,3,1,1440,570,29,29
784000.0,3,3.5,3950,111078,1.5,0,0,3,1,2460,1490,26,26
453246.0,3,2.5,2010,2287,2.0,0,0,3,1,1390,620,1,1
675000.0,4,3.5,2140,2278,3.0,0,0,3,1,2140,0,10,10
199000.0,3,1.75,1320,17390,1.0,0,0,4,1,1320,0,59,59
220000.0,4,1.75,2020,7840,1.0,0,0,3,1,1010,1010,47,47
452000.0,4,2.25,2590,10002,1.0,0,0,4,1,1340,1250,47,47
382500.0,2,1.0,1190,4440,1.0,0,0,3,1,1190,0,34,34
519950.0,3,2.25,1170,1249,3.0,0,0,3,1,1170,0,1,1
665000.0,2,1.0,1110,3200,1.0,0,0,3,1,1110,0,90,90
527700.0,5,2.5,2820,9375,1.0,0,0,4,1,1550,1270,47,47
205000.0,3,1.0,1610,8579,1.0,0,0,4,1,1010,600,53,53
420000.0,3,1.0,1060,8097,1.0,0,0,4,1,940,120,92,92
500000.0,4,2.25,2030,8517,1.0,0,0,4,1,1380,650,54,54
921500.0,4,2.5,3670,315374,2.0,0,0,4,1,3670,0,21,21
890000.0,4,1.0,2550,4000,2.0,0,0,3,1,2370,180,110,110
430000.0,2,2.5,2420,60984,2.0,0,0,3,1,2420,0,8,8
258000.0,5,2.0,2260,12500,1.0,0,0,4,1,1130,1130,55,55
511000.0,3,1.0,1430,3455,1.0,0,0,3,1,980,450,68,68
532170.0,3,2.0,1360,3090,2.0,0,0,3,1,1360,0,25,25
560000.0,3,1.0,1110,5000,1.5,0,0,3,1,1110,0,68,68
282950.0,3,1.0,1250,8200,1.0,0,0,4,1,1250,0,61,61
2250000.0,4,3.25,5180,19850,2.0,0,3,3,2,3540,1640,9,9
350000.0,1,1.0,700,5100,1.0,0,0,3,1,700,0,73,73
215000.0,3,1.0,1180,7669,1.0,0,0,4,1,1180,0,48,48
650000.0,5,3.5,3960,25245,2.0,0,0,3,1,2500,1460,19,19
320000.0,4,2.75,2640,7500,1.0,0,0,3,1,1620,1020,48,48
247000.0,3,2.0,1270,7198,1.5,0,0,3,1,1270,0,99,2
320000.0,4,1.75,1760,11180,1.0,0,0,4,1,1760,0,47,47
255000.0,5,2.25,2060,8632,1.0,0,0,3,1,1030,1030,53,53
438000.0,3,1.75,1780,9660,1.0,0,0,3,1,1780,0,53,53
900000.0,3,2.5,3400,16603,2.0,0,0,3,2,3400,0,15,15
441000.0,3,2.75,1910,7280,1.0,0,0,3,1,1160,750,36,36
420000.0,3,2.0,2020,38332,1.0,0,0,4,1,1010,1010,40,40
370000.0,3,1.75,1580,7000,1.0,0,0,3,1,1180,400,39,39
269950.0,2,1.75,1340,7250,1.0,0,0,5,1,700,640,66,66
807100.0,4,2.5,2680,4499,2.0,0,0,3,1,2680,0,16,16
653000.0,3,2.5,2680,9750,1.0,0,0,4,1,1610,1070,36,36
371500.0,3,2.0,1370,8336,1.0,0,0,5,1,1370,0,51,51
284000.0,3,1.75,1560,21000,1.0,0,0,3,1,1560,0,61,61
272000.0,3,1.75,2160,7140,1.0,0,0,4,1,1670,490,37,37
313000.0,3,1.5,1340,7912,1.5,0,0,3,1,1340,0,60,60
917500.0,4,2.5,3880,35003,2.0,0,0,3,2,2570,1310,31,31
673000.0,4,2.25,2590,8190,2.0,0,0,4,1,2590,0,35,35
425000.0,3,2.5,1120,1100,2.0,0,0,3,1,820,300,7,7
399950.0,5,2.75,1970,5400,1.0,0,0,3,1,1320,650,29,29
385000.0,3,1.0,1220,4800,1.0,0,0,3,1,1220,0,114,114
269950.0,3,1.5,1950,7560,1.0,0,2,4,1,1320,630,40,40
330000.0,2,1.0,1350,8220,1.0,0,0,3,1,1060,290,66,66
260000.0,3,2.5,1670,5797,2.0,0,0,3,1,1670,0,27,27
470000.0,4,3.0,2380,5125,1.5,0,0,4,1,1680,700,90,90
589000.0,4,3.0,2440,9600,2.0,0,0,5,1,2440,0,54,54
163500.0,2,1.5,1050,3419,2.0,0,0,3,1,1050,0,19,19
835000.0,4,2.75,3130,13412,2.0,0,0,3,1,2140,990,22,22
1095000.0,5,3.0,4090,12850,1.0,0,2,4,2,2090,2000,29,29
269000.0,4,1.75,1490,10000,1.0,0,0,4,1,1100,390,46,46
560000.0,3,2.5,1900,8744,2.0,0,0,3,1,1900,0,28,28
615000.0,4,1.0,1330,2400,1.5,0,0,4,1,1330,0,114,114
585188.0,3,2.25,2230,10026,1.0,0,0,3,1,1430,800,40,40
305000.0,3,1.75,1650,9480,1.0,0,0,3,1,1220,430,38,38
166950.0,3,1.0,1190,8820,1.0,0,0,3,1,1190,0,56,56
799000.0,3,2.5,2140,9897,1.0,0,0,4,1,2140,0,56,56
400000.0,3,2.5,2180,7508,1.0,0,0,4,1,1420,760,53,53
230000.0,3,1.0,1060,10228,1.0,0,0,3,1,1060,0,67,67
256883.0,3,2.5,1690,5025,2.0,0,0,3,1,1690,0,12,12
423000.0,4,2.0,1970,6480,1.5,0,0,5,1,1130,840,95,95
465000.0,3,2.5,2150,4084,2.0,0,0,3,1,2150,0,8,8
440000.0,3,2.5,1910,66211,2.0,0,0,3,1,1910,0,18,18
385000.0,3,1.75,1350,155073,1.0,0,0,4,1,1350,0,46,46
210000.0,3,1.0,860,11725,1.0,0,0,4,1,860,0,72,72
297000.0,3,2.5,1940,14952,2.0,0,0,3,1,1940,0,21,21
470000.0,3,1.0,1010,5000,1.0,0,0,3,1,1010,0,63,63
226500.0,3,1.5,1300,7370,1.0,0,0,4,1,900,400,39,39
274250.0,3,1.0,910,8450,1.0,0,0,4,1,910,0,53,53
840000.0,4,1.75,2480,11010,1.0,0,0,4,1,1630,850,49,49
677900.0,3,2.5,2440,4587,2.0,0,0,3,1,2440,0,5,5
425000.0,3,1.0,1010,5864,1.0,0,0,3,1,1010,0,100,100
180250.0,2,0.75,900,9600,1.0,0,0,3,1,900,0,74,74
464000.0,6,3.0,2300,3404,2.0,0,0,3,1,1600,700,95,21
320000.0,4,2.25,1550,7579,2.0,0,0,3,1,1550,0,22,22
625504.0,3,2.25,1270,1566,2.0,0,0,3,1,1060,210,1,1
592500.0,4,2.5,2240,12032,1.0,0,0,3,1,2240,0,32,32
465000.0,3,2.5,2714,17936,2.0,0,0,3,1,2714,0,10,10
477000.0,4,2.75,1720,6270,2.0,0,0,3,1,1720,0,37,37
280000.0,2,1.0,850,16400,1.0,0,0,3,1,850,0,92,92
1505000.0,5,3.0,3300,33474,1.0,0,3,3,1,1870,1430,58,24
445838.0,3,2.5,2250,5692,2.0,0,0,3,1,2250,0,15,15
1072000.0,2,2.25,3900,14864,1.0,0,3,3,1,1950,1950,68,68
467000.0,2,1.5,1320,10800,1.0,0,0,4,1,1320,0,68,68
686000.0,4,2.5,2760,6440,2.0,0,0,3,2,2760,0,16,16
279950.0,3,2.0,1750,9750,1.0,0,0,3,1,1350,400,54,54
527000.0,4,2.25,2330,19436,2.0,0,0,3,1,2330,0,28,28
325000.0,3,2.25,2220,16020,1.0,0,0,4,1,1780,440,49,49
328000.0,3,2.25,2020,8379,2.0,0,0,3,1,2020,0,21,21
390000.0,3,2.25,1250,7500,1.0,0,0,5,1,1250,0,73,73
479950.0,2,2.0,1510,6516,1.0,0,0,3,1,1510,0,10,10
264950.0,4,2.25,1720,9753,1.0,0,0,4,1,1120,600,37,37
235000.0,3,1.0,1430,15246,1.0,0,0,4,1,980,450,54,54
516500.0,3,2.5,1480,4729,2.0,0,0,3,1,1480,0,11,11
655000.0,2,1.75,1450,15798,2.0,1,4,3,1,1230,220,100,37
500000.0,4,2.75,2280,15347,1.0,0,0,5,1,2280,0,55,55
315000.0,6,2.75,2940,7350,1.0,0,0,3,1,1780,1160,37,37
213000.0,2,1.0,1000,10200,1.0,0,0,3,1,1000,0,54,54
475000.0,3,1.5,2480,5280,1.5,0,0,5,1,1620,860,68,68
1025000.0,5,4.0,3760,28040,2.0,0,0,3,2,3760,0,32,32
416000.0,3,2.0,2220,94300,1.0,0,0,5,1,1640,580,39,39
410000.0,4,1.0,1970,4740,1.5,0,0,3,1,1670,300,111,10
800000.0,3,3.5,3830,221284,2.0,0,0,3,2,3530,300,22,22
472000.0,6,2.5,4410,14034,1.0,0,2,4,1,2350,2060,50,50
225000.0,3,1.75,1430,8505,1.0,0,0,4,1,1430,0,47,47
210000.0,2,1.0,830,6000,1.0,0,0,3,1,830,0,75,75
455000.0,2,1.0,1430,5000,1.5,0,0,2,1,1430,0,90,90
225000.0,3,1.0,1300,8316,1.0,0,0,4,1,1300,0,61,61
480000.0,2,1.0,1030,3060,1.0,0,2,4,1,790,240,97,97
363000.0,3,2.5,2740,11872,2.0,0,0,3,1,2740,0,25,25
2400000.0,4,2.5,3650,8354,1.0,1,4,3,1,1830,1820,15,15
181000.0,2,1.5,720,5120,1.0,0,0,3,1,720,0,61,61
250000.0,4,2.0,2010,7312,1.0,0,0,4,1,2010,0,39,39
481000.0,3,1.75,1560,3000,1.0,0,0,4,1,770,790,97,97
260000.0,3,2.0,1810,7209,1.0,0,0,4,1,1240,570,37,37
455000.0,4,2.5,3360,7685,2.0,0,0,3,1,3360,0,14,14
415000.0,3,2.25,1510,36224,2.0,0,0,3,1,1510,0,24,24
349500.0,3,1.0,1400,3538,1.0,0,0,3,1,800,600,62,62
245000.0,3,2.5,1730,7442,2.0,0,0,3,1,1730,0,28,28
592500.0,2,2.0,1420,9191,1.5,0,2,5,1,1420,0,87,87
385000.0,4,1.75,2360,7620,1.0,0,0,4,1,1180,1180,60,60
315000.0,3,1.75,1580,11455,1.0,0,0,4,1,1200,380,41,41
255000.0,3,1.0,1230,10170,1.0,0,0,3,1,1230,0,36,36
693000.0,4,2.5,2460,4425,2.0,0,0,3,1,2460,0,9,9
780000.0,3,1.0,1660,4400,1.5,0,0,3,1,1460,200,104,104
237000.0,3,1.75,1270,8470,1.0,0,0,4,1,1270,0,55,55
525000.0,3,2.25,2100,40510,2.0,0,0,3,2,1320,780,36,36
425000.0,2,1.0,770,5040,1.0,0,0,3,1,770,0,85,85
369900.0,1,0.75,760,10079,1.0,1,4,5,1,760,0,79,79
290000.0,4,2.5,1700,7280,2.0,0,0,4,1,1700,0,27,27
285000.0,3,1.0,1120,10701,1.0,0,0,3,1,1120,0,61,61
415000.0,2,1.0,1070,4500,1.0,0,0,3,1,1070,0,78,78
272500.0,3,2.5,2070,9900,1.0,0,0,3,1,1420,650,36,36
2900000.0,4,3.25,5050,20100,1.5,0,2,3,2,4750,300,33,7
1365000.0,4,4.75,5310,57346,2.0,0,0,4,2,5310,0,26,26
436000.0,2,1.0,1040,7538,1.0,0,0,4,1,1040,0,76,76
210000.0,3,1.0,1700,11390,1.0,0,0,4,1,1700,0,48,48
236000.0,3,1.0,1300,5898,1.0,0,0,3,1,1300,0,54,54
331000.0,3,1.75,1080,1306,1.0,0,0,3,1,580,500,61,12
365000.0,3,2.5,2653,4510,2.0,0,0,3,1,2653,0,9,9
450000.0,3,2.0,2290,16258,1.0,0,0,5,1,2290,0,55,55
770000.0,4,2.75,3820,26300,2.0,0,0,3,1,2850,970,1,1
455000.0,4,2.5,2210,49375,1.0,0,0,3,1,2210,0,18,18
405000.0,3,1.75,2390,6000,1.0,0,0,3,1,1240,1150,107,107
304900.0,4,1.75,2600,11325,1.0,0,0,4,1,1610,990,46,46
170000.0,2,1.0,860,5265,1.0,0,0,3,1,860,0,84,84
2050000.0,5,3.0,3830,8480,2.0,0,1,5,1,2630,1200,110,21
780000.0,4,2.5,3500,7048,2.0,0,0,3,1,3500,0,10,10
330000.0,3,3.0,2420,13959,1.0,0,0,4,1,1740,680,27,27
370000.0,4,2.5,2720,8666,2.0,0,0,3,1,2720,0,23,23
467000.0,5,2.25,2500,13500,1.0,0,0,3,1,1850,650,36,36
405000.0,3,1.75,1670,6720,1.0,0,0,3,1,1140,530,35,35
675000.0,5,2.25,2900,10300,1.0,0,0,3,1,1450,1450,30,30
500000.0,2,1.0,1640,14100,1.0,0,0,4,1,1140,500,61,61
389999.0,4,2.5,1890,15770,2.0,0,0,4,1,1890,0,47,47
630000.0,4,1.75,2950,9025,1.0,0,2,4,1,1780,1170,40,40
360000.0,4,2.5,2160,9528,2.0,0,0,3,1,2160,0,23,23
580000.0,4,3.0,3280,11060,2.0,0,0,3,1,2270,1010,29,29
550000.0,3,2.0,1970,4166,2.0,0,3,5,1,1270,700,86,86
879000.0,4,2.5,3360,22111,2.0,0,0,3,2,3360,0,21,21
265000.0,3,2.0,1320,8959,1.0,0,0,3,1,1320,0,22,22
446500.0,3,2.5,2650,7286,2.0,0,0,3,1,2650,0,25,25
404000.0,3,1.5,2030,8880,1.0,0,0,3,1,1330,700,52,52
267500.0,3,1.75,1590,11914,1.0,0,2,3,1,1090,500,58,58
3075000.0,4,5.0,4550,18641,1.0,1,4,3,2,2600,1950,13,13
335000.0,3,2.5,2440,7632,2.0,0,0,3,1,2440,0,17,17
576000.0,3,2.5,1940,9000,1.0,0,0,4,1,970,970,67,67
208633.0,3,2.5,2040,3810,2.0,0,0,3,1,2040,0,9,9
315000.0,3,2.25,2200,8750,1.0,0,0,4,1,1120,1080,51,51
725000.0,3,1.75,1920,3300,1.0,0,0,4,1,960,960,102,102
550000.0,4,2.75,1800,7750,1.0,0,0,4,1,1400,400,50,50
610750.0,4,2.25,2180,7297,2.0,0,0,3,1,2180,0,31,31
550700.0,2,1.0,1010,5000,1.5,0,0,4,1,1010,0,107,107
665000.0,4,2.75,3320,10574,2.0,0,0,5,1,2220,1100,55,55
834000.0,4,2.5,2370,4000,1.5,0,2,5,1,1980,390,87,87
201000.0,5,1.75,1660,78408,1.5,0,0,3,1,1660,0,100,100
2384000.0,5,2.5,3650,9050,2.0,0,4,5,2,3370,280,94,94
1384000.0,4,3.25,4290,12103,1.0,0,3,3,2,2690,1600,18,18
1400000.0,4,3.25,4290,12103,1.0,0,3,3,2,2690,1600,18,18
305000.0,4,2.25,1950,7700,1.0,0,0,3,1,1350,600,36,36
487000.0,3,2.0,2590,14052,1.0,0,0,5,1,1720,870,67,67
390000.0,3,2.5,1930,64904,1.0,0,0,4,1,1930,0,27,27
548000.0,2,1.0,1470,3864,1.0,0,0,4,1,1170,300,99,99
268750.0,4,1.0,800,8775,1.0,0,0,3,1,800,0,72,72
819900.0,5,2.75,3150,7119,2.0,0,0,3,1,3150,0,2,2
520000.0,3,2.25,2030,16200,2.0,0,0,3,1,2030,0,31,31
230000.0,3,2.0,1450,11204,1.0,0,0,3,1,1450,0,12,12
240000.0,3,1.75,1510,10248,1.0,0,0,3,1,1510,0,46,46
232000.0,2,1.0,1240,12092,1.0,0,0,3,1,960,280,93,31
240500.0,2,1.0,1240,12092,1.0,0,0,3,1,960,280,93,31
274975.0,3,2.5,3030,45004,2.0,0,0,3,1,3030,0,28,28
740000.0,4,2.0,2050,4400,1.5,0,0,4,1,2050,0,93,93
186375.0,3,1.0,1000,7636,1.0,0,0,2,1,1000,0,63,63
790000.0,3,2.25,2370,10289,1.0,0,0,4,1,1590,780,38,38
880000.0,4,3.5,2800,6750,2.0,0,0,3,1,1890,910,64,13
279000.0,6,1.75,2240,11180,2.0,0,0,4,1,2240,0,60,60
295000.0,3,2.0,1810,10530,1.0,0,2,3,1,1810,0,24,24
640000.0,2,1.0,1070,5000,1.0,0,0,3,1,1070,0,91,91
940000.0,4,2.0,2490,9525,2.0,0,0,5,1,2490,0,47,47
260000.0,4,2.5,1960,5238,2.0,0,0,3,1,1960,0,12,12
559900.0,3,2.75,2930,5569,1.0,0,0,3,1,1860,1070,11,11
791500.0,4,2.0,1510,3500,1.5,0,0,5,1,1510,0,104,104
265000.0,3,1.75,1420,8250,1.0,0,0,3,1,1420,0,61,61
245000.0,3,1.75,1740,11547,1.0,0,0,3,1,1740,0,61,61
485000.0,4,1.75,2560,43995,2.0,0,0,4,1,2560,0,53,53
684000.0,4,3.5,3040,8414,2.0,0,0,3,1,2420,620,5,5
425000.0,3,1.75,2500,6840,1.0,0,0,3,1,1300,1200,58,58
309600.0,4,1.75,1275,20000,1.0,0,0,4,1,1275,0,24,24
552250.0,4,2.5,2580,5823,2.0,0,0,3,1,2580,0,13,13
165000.0,4,1.0,1000,7134,1.0,0,0,3,1,1000,0,72,72
239900.0,4,1.0,1000,7134,1.0,0,0,3,1,1000,0,72,72
320000.0,2,1.0,1070,32633,1.0,0,0,4,1,1070,0,85,85
206600.0,3,2.0,1390,13464,1.0,0,0,4,1,1390,0,28,28
387000.0,4,1.75,2500,7690,1.0,0,0,3,1,1250,1250,42,42
299000.0,1,0.75,560,12120,1.0,0,0,3,0,560,0,48,48
855000.0,4,2.75,2270,10460,2.0,0,0,3,1,2270,0,50,50
315000.0,3,1.0,1900,14400,1.0,0,0,4,1,1300,600,61,61
437500.0,2,1.0,990,3120,1.0,0,2,5,1,790,200,108,108
252000.0,4,1.5,1550,19800,1.0,0,0,4,1,1050,500,46,46
375000.0,4,1.75,2200,7475,1.0,0,0,5,1,1100,1100,60,60
300000.0,4,2.5,1910,4862,2.0,0,0,3,1,1910,0,10,10
420000.0,4,1.0,1750,9600,1.5,0,0,4,1,1750,0,61,61
900000.0,3,1.0,1330,77972,1.0,0,0,3,1,1330,0,87,61
679900.0,3,2.5,2440,5750,2.0,0,2,3,1,1980,460,15,15
463000.0,3,2.5,1640,29970,2.0,0,0,3,1,1640,0,23,23
380000.0,5,2.5,2760,11340,2.0,0,0,4,1,2760,0,37,37
329500.0,4,2.5,1820,7912,2.0,0,0,3,1,1820,0,21,21
604950.0,3,2.5,2110,5608,1.0,0,0,3,1,1340,770,2,2
